State,Country,Latitude,Longtitude,Confirmed,Deaths,Recovered,Active,Fatality Ratio
Illinois,US,40.18417171,-87.73384359,568,4,0,564,0.704225352
Illinois,US,38.44272901,-87.84922065,136,1,0,135,0.735294118
Illinois,US,40.84925021,-90.6147432,294,1,0,293,0.340136054
Illinois,US,38.35309213,-89.40982703,179,1,0,178,0.558659218
Illinois,US,38.42955355,-88.42586459,234,5,0,229,2.136752137
Illinois,US,38.08706198,-88.17657461,155,0,0,155,0
Illinois,US,41.75509713,-89.91556058,672,19,0,653,2.827380952
Illinois,US,41.44619267,-87.97862712,13211,370,0,12841,2.800696389
Illinois,US,37.73033511,-88.92994027,1289,34,0,1255,2.637703646
Illinois,US,42.33641854,-89.16085327,5098,149,0,4949,2.92271479
Illinois,US,40.78579374,-89.20973757,383,5,0,378,1.305483029
Indiana,US,40.7457653,-84.93671406,234,3,0,231,1.282051282
Indiana,US,41.09194313,-85.06800636,5849,198,0,5651,3.38519405
Indiana,US,39.20744865,-85.89558181,1142,57,0,1085,4.991243433
Indiana,US,40.60626947,-87.31093999,88,0,0,88,0
Indiana,US,40.47388153,-85.32499702,109,2,0,107,1.834862385
Indiana,US,40.0509304,-86.46841646,940,46,0,894,4.893617021
Indiana,US,39.19605589,-86.22868909,99,3,0,96,3.03030303
Indiana,US,40.5807832,-86.56198812,267,13,0,254,4.868913858
Indiana,US,40.76135835,-86.34830753,1923,9,0,1914,0.468018721
Indiana,US,38.48015445,-85.70510334,2081,56,0,2025,2.691013936
Indiana,US,39.39561833,-87.11723506,288,5,0,283,1.736111111
Indiana,US,40.30319754,-86.47277257,590,12,0,578,2.033898305
Indiana,US,38.28814402,-86.44518825,99,0,0,99,0
Indiana,US,38.70186039,-87.07185406,628,27,0,601,4.299363057
Indiana,US,41.39804622,-84.99906934,431,11,0,420,2.552204176
Indiana,US,39.14647946,-84.97333539,616,28,0,588,4.545454545
Indiana,US,39.30712658,-85.50087166,450,39,0,411,8.666666667
Indiana,US,40.22787247,-85.39732772,1824,60,0,1764,3.289473684
Indiana,US,38.36597551,-86.8792417,927,18,0,909,1.941747573
Indiana,US,41.59761169,-85.85875695,6268,107,0,6161,1.707083599
Indiana,US,39.63684962,-85.17797541,412,13,0,399,3.155339806
Indiana,US,38.32117957,-85.90385377,1286,61,0,1225,4.743390358
Indiana,US,40.12361933,-87.24217689,115,2,0,113,1.739130435
Indiana,US,39.4142482,-85.06062647,293,25,0,268,8.532423208
Indiana,US,41.0469907,-86.26252745,229,2,0,227,0.873362445
Indiana,US,38.30393723,-87.58054938,444,4,0,440,0.900900901
Indiana,US,40.51587228,-85.65468702,858,33,0,825,3.846153846
Indiana,US,39.03630547,-86.96223202,413,35,0,378,8.474576271
Indiana,US,40.07306535,-86.05244729,4589,109,0,4480,2.375245151
Indiana,US,39.82304555,-85.77566351,898,42,0,856,4.677060134
Indiana,US,38.19467379,-86.10948271,551,24,0,527,4.355716878
Indiana,US,39.76719009,-86.51037283,2617,120,0,2497,4.585403133
Indiana,US,39.93029017,-85.39625719,742,24,0,718,3.234501348
Indiana,US,40.48527731,-86.11351892,1261,63,0,1198,4.996034893
Indiana,US,40.82907273,-85.48822092,212,3,0,209,1.41509434
Indiana,US,38.9091582,-86.03851889,727,9,0,718,1.237964237
Indiana,US,41.02078733,-87.11553319,375,2,0,373,0.533333333
Indiana,US,40.43781032,-85.00576229,166,0,0,166,0
Indiana,US,38.78576239,-85.43633383,238,3,0,235,1.260504202
Indiana,US,38.99588883,-85.62710784,307,12,0,295,3.908794788
Indiana,US,39.48994426,-86.10149107,2236,122,0,2114,5.456171735
Indiana,US,38.68861576,-87.4194665,468,9,0,459,1.923076923
Indiana,US,41.24521668,-85.86312322,1174,17,0,1157,1.448040886
Indiana,US,41.64232188,-85.42674232,629,11,0,618,1.748807631
Indiana,US,41.54366008,-86.74072188,1351,37,0,1314,2.738712065
Indiana,US,41.41874274,-87.38277575,10095,315,0,9780,3.120356612
Indiana,US,38.84112637,-86.48361629,500,28,0,472,5.6
Indiana,US,40.16143691,-85.71964711,1546,75,0,1471,4.851228978
Indiana,US,39.78163624,-86.13826325,20510,758,0,19752,3.695758167
Indiana,US,41.32467367,-86.26185087,975,24,0,951,2.461538462
Indiana,US,38.7099921,-86.80373186,157,0,0,157,0
Indiana,US,40.76940965,-86.04525048,422,3,0,419,0.710900474
Indiana,US,39.16130004,-86.52414358,2300,36,0,2264,1.565217391
Indiana,US,40.04034823,-86.89335024,495,21,0,474,4.242424242
Indiana,US,39.47899078,-86.44573375,685,38,0,647,5.547445255
Indiana,US,40.95610449,-87.39635768,167,11,0,156,6.586826347
Indiana,US,41.39672484,-85.41966713,869,32,0,837,3.682393556
Indiana,US,38.955305,-84.96515993,76,7,0,69,9.210526316
Indiana,US,38.5411892,-86.49523093,281,24,0,257,8.540925267
Indiana,US,39.31145587,-86.83900724,164,1,0,163,0.609756098
Indiana,US,39.77202286,-87.20375833,93,2,0,91,2.150537634
Indiana,US,38.07809328,-86.63741946,199,14,0,185,7.035175879
Indiana,US,38.40112197,-87.23574907,134,1,0,133,0.746268657
Indiana,US,41.45986947,-87.06848888,2011,44,0,1967,2.187966186
Indiana,US,38.02097333,-87.86480429,291,0,0,291,0
Indiana,US,41.04166107,-86.69890683,113,1,0,112,0.884955752
Indiana,US,39.66437981,-86.84517605,515,9,0,506,1.747572816
Indiana,US,40.15734772,-85.01139319,203,7,0,196,3.448275862
Indiana,US,39.10235626,-85.26212744,278,8,0,270,2.877697842
Indiana,US,39.62002287,-85.4655599,149,4,0,145,2.684563758
Indiana,US,38.68672078,-85.74627859,350,10,0,340,2.857142857
Indiana,US,39.52305623,-85.7915857,661,29,0,632,4.387291982
Indiana,US,38.01519732,-87.0079644,207,4,0,203,1.93236715
Indiana,US,41.61756781,-86.29040834,5935,96,0,5839,1.617523168
Indiana,US,41.27890281,-86.64686895,245,7,0,238,2.857142857
Indiana,US,41.64423868,-85.00101094,357,7,0,350,1.960784314
Indiana,US,39.08952258,-87.41414469,326,12,0,314,3.680981595
Indiana,US,38.82767338,-85.03022429,67,0,0,67,0
Indiana,US,40.38872739,-86.89413959,2142,13,0,2129,0.60690943
Indiana,US,40.31123252,-86.05234925,215,22,0,193,10.23255814
Indiana,US,,,0,225,0,-225,
Indiana,US,39.62550777,-84.92497066,76,0,0,76,0
Indiana,US,38.02658833,-87.58763124,3227,28,0,3199,0.867678959
Indiana,US,39.8523352,-87.46160542,124,0,0,124,0
Indiana,US,39.42944561,-87.39169027,1738,22,0,1716,1.265822785
Indiana,US,40.84704239,-85.79328272,258,8,0,250,3.100775194
Indiana,US,40.34728141,-87.35602659,38,1,0,37,2.631578947
Indiana,US,38.08922676,-87.2716085,1093,35,0,1058,3.202195791
Indiana,US,38.60219804,-86.1049363,251,1,0,250,0.398406375
Indiana,US,39.8633444,-85.01044989,736,14,0,722,1.902173913
Indiana,US,40.72934187,-85.22132966,246,2,0,244,0.81300813
Indiana,US,40.74911165,-86.86492015,475,14,0,461,2.947368421
Indiana,US,41.13863784,-85.50791236,244,6,0,238,2.459016393
Iowa,US,41.33075609,-94.47105874,62,1,0,61,1.612903226
Iowa,US,41.02903567,-94.69932645,27,0,0,27,0
Iowa,US,43.28383218,-91.37860922,237,5,0,232,2.109704641
Iowa,US,40.74324454,-92.86865906,119,3,0,116,2.521008403
Iowa,US,41.6844628,-94.90581859,55,1,0,54,1.818181818
Iowa,US,42.08011739,-92.06463573,278,1,0,277,0.35971223
Iowa,US,42.4704581,-92.30524729,4316,86,0,4230,1.992585728
Iowa,US,42.03657094,-93.9313999,455,7,0,448,1.538461538
Iowa,US,42.77461496,-92.31795937,459,7,0,452,1.525054466
Iowa,US,42.4709188,-91.83510825,229,1,0,228,0.436681223
Iowa,US,42.73545875,-95.15100162,1933,12,0,1921,0.620796689
Iowa,US,42.73172833,-92.79015971,257,2,0,255,0.778210117
Iowa,US,42.38521079,-94.64046046,167,2,0,165,1.19760479
Iowa,US,42.03617207,-94.86032705,627,5,0,622,0.797448166
Iowa,US,41.33149454,-94.92792482,128,2,0,126,1.5625
Iowa,US,41.77233777,-91.13246684,217,1,0,216,0.460829493
Iowa,US,43.08177563,-93.2612239,986,21,0,965,2.129817444
Iowa,US,42.73538914,-95.62389402,179,2,0,177,1.117318436
Iowa,US,43.06001295,-92.31773347,203,0,0,203,0
Iowa,US,41.02868181,-93.78499767,253,3,0,250,1.185770751
Iowa,US,43.08247182,-95.15096481,277,3,0,274,1.083032491
Iowa,US,42.84443388,-91.34133693,227,3,0,224,1.321585903
Iowa,US,41.89981633,-90.53275096,1046,18,0,1028,1.7208413
Iowa,US,42.03718237,-95.3819718,980,4,0,976,0.408163265
Iowa,US,41.68560356,-94.04127625,2653,38,0,2615,1.432340746
Iowa,US,40.74773536,-92.41005468,113,4,0,109,3.539823009
Iowa,US,40.73742757,-93.78645949,58,0,0,58,0
Iowa,US,42.47104597,-91.3664492,318,3,0,315,0.943396226
Iowa,US,40.92012606,-91.18326592,724,7,0,717,0.966850829
Iowa,US,43.37787725,-95.1510206,475,6,0,469,1.263157895
Iowa,US,42.46815349,-90.88181925,2661,40,0,2621,1.503194288
Iowa,US,43.37782951,-94.67858943,248,10,0,238,4.032258065
Iowa,US,42.86271799,-91.8441231,178,1,0,177,0.561797753
Iowa,US,43.0600053,-92.78940097,291,3,0,288,1.030927835
Iowa,US,42.73270384,-93.26256925,331,17,0,314,5.135951662
Iowa,US,40.7454272,-95.60129045,79,0,0,79,0
Iowa,US,42.03614551,-94.39658081,82,0,0,82,0
Iowa,US,42.40183723,-92.78829551,200,2,0,198,1
Iowa,US,41.68378965,-94.50111014,211,5,0,206,2.369668246
Iowa,US,42.38382428,-93.70197703,314,3,0,311,0.955414013
Iowa,US,43.08178477,-93.73454884,171,2,0,169,1.169590643
Iowa,US,42.38353877,-93.23654611,273,1,0,272,0.366300366
Iowa,US,41.68330137,-95.81558439,169,2,0,167,1.183431953
Iowa,US,40.98767962,-91.54436349,597,4,0,593,0.67001675
Iowa,US,43.35671042,-92.31702714,179,5,0,174,2.793296089
Iowa,US,42.7764426,-94.20722537,169,3,0,166,1.775147929
Iowa,US,42.38696136,-95.51355387,84,0,0,84,0
Iowa,US,41.68630265,-92.0643373,179,1,0,178,0.558659218
Iowa,US,42.17178824,-90.57354837,292,3,0,289,1.02739726
Iowa,US,41.68576082,-93.05567785,742,32,0,710,4.312668464
Iowa,US,41.03192394,-91.94849466,132,1,0,131,0.757575758
Iowa,US,41.67169354,-91.58754744,4962,27,0,4935,0.544135429
Iowa,US,42.12118609,-91.13139641,239,3,0,236,1.255230126
Iowa,US,41.33649833,-92.1785067,89,1,0,88,1.123595506
Iowa,US,43.20405458,-94.20691791,209,0,0,209,0
Iowa,US,40.64181461,-91.48183025,585,7,0,578,1.196581197
Iowa,US,42.07923082,-91.59809485,3722,105,0,3617,2.821063944
Iowa,US,41.21842119,-91.26102611,419,15,0,404,3.579952267
Iowa,US,41.02958964,-93.32780803,138,6,0,132,4.347826087
Iowa,US,43.38107862,-96.20926845,232,3,0,229,1.293103448
Iowa,US,41.33081904,-94.01554631,199,2,0,197,1.005025126
Iowa,US,41.33521503,-92.64083907,326,19,0,307,5.828220859
Iowa,US,41.33445101,-93.09934783,701,4,0,697,0.570613409
Iowa,US,42.03586837,-92.9990819,1756,34,0,1722,1.936218679
Iowa,US,41.03299766,-95.61920963,162,1,0,161,0.617283951
Iowa,US,43.35638371,-92.78887719,175,0,0,175,0
Iowa,US,42.05220391,-95.95743843,128,1,0,127,0.78125
Iowa,US,41.02988815,-92.8690667,144,10,0,134,6.944444444
Iowa,US,41.03018714,-95.15642896,85,5,0,80,5.882352941
Iowa,US,41.48370744,-91.1121697,1054,52,0,1002,4.933586338
Iowa,US,43.08310673,-95.62474482,287,9,0,278,3.135888502
Iowa,US,43.37824276,-95.62422844,121,0,0,121,0
Iowa,US,40.7393172,-95.1497813,141,0,0,141,0
Iowa,US,43.08193849,-94.67824621,156,0,0,156,0
Iowa,US,42.737633,-96.21366621,1001,20,0,981,1.998001998
Iowa,US,42.73420133,-94.67862564,150,2,0,148,1.333333333
Iowa,US,41.68679484,-93.57767461,15133,256,0,14877,1.691667217
Iowa,US,41.33640314,-95.53907776,1951,37,0,1914,1.896463352
Iowa,US,41.68625425,-92.53155731,236,8,0,228,3.389830508
Iowa,US,40.73518949,-94.24368535,41,2,0,39,4.87804878
Iowa,US,42.38624071,-95.10547892,198,0,0,198,0
Iowa,US,41.63935978,-90.61959493,2712,27,0,2685,0.995575221
Iowa,US,41.6850066,-95.31015553,241,1,0,240,0.414937759
Iowa,US,43.08221074,-96.1767568,1275,3,0,1272,0.235294118
Iowa,US,42.03621213,-93.46499005,3263,17,0,3246,0.520992951
Iowa,US,42.07991767,-92.53266945,685,31,0,654,4.525547445
Iowa,US,40.73710579,-94.69778563,119,1,0,118,0.840336134
Iowa,US,,,15,0,0,15,0
Iowa,US,41.0277278,-94.24234847,119,3,0,116,2.521008403
Iowa,US,40.75326764,-91.95017958,108,1,0,107,0.925925926
Iowa,US,41.03064984,-92.40954728,1243,57,0,1186,4.585679807
Iowa,US,41.33559454,-93.56007641,922,6,0,916,0.650759219
Iowa,US,41.33577126,-91.71725711,427,11,0,416,2.576112412
Iowa,US,40.73969028,-93.32752197,79,2,0,77,2.53164557
Iowa,US,42.42853483,-94.17987389,1184,14,0,1170,1.182432432
Iowa,US,43.37751174,-93.73407298,262,11,0,251,4.198473282
Iowa,US,43.29094334,-91.84422722,283,5,0,278,1.766784452
Iowa,US,42.38979414,-96.0459439,4865,61,0,4804,1.25385406
Iowa,US,43.37750768,-93.26087602,100,0,0,100,0
Iowa,US,42.73305373,-93.73515113,557,1,0,556,0.179533214
Kansas,US,37.88582951,-95.30030847,32,0,0,32,0
Kansas,US,38.21413251,-95.29272815,56,0,0,56,0
Kansas,US,39.53185661,-95.30870026,307,1,0,306,0.325732899
Kansas,US,37.2288586,-98.68460053,5,0,0,5,0
Kansas,US,38.47889676,-98.75636726,433,5,0,428,1.154734411
Kansas,US,37.85508555,-94.84865997,130,2,0,128,1.538461538
Kansas,US,39.82652589,-95.56421698,90,3,0,87,3.333333333
Kansas,US,37.78134351,-96.83878537,488,3,0,485,0.614754098
Kansas,US,38.30292938,-96.59563862,81,1,0,80,1.234567901
Kansas,US,37.14994405,-96.2454192,13,0,0,13,0
Kansas,US,37.16928494,-94.8462897,442,7,0,435,1.583710407
Kansas,US,39.78580976,-101.7318201,24,0,0,24,0
Kansas,US,37.23577007,-99.81883015,48,1,0,47,2.083333333
Kansas,US,39.34948772,-97.16518128,46,2,0,44,4.347826087
Kansas,US,39.48028352,-97.64925343,64,0,0,64,0
Kansas,US,38.2365018,-95.73379515,108,8,0,100,7.407407407
Kansas,US,37.1911452,-99.27113247,10,0,0,10,0
Kansas,US,37.23781842,-96.83776647,321,3,0,318,0.934579439
Kansas,US,37.50675523,-94.85245778,951,6,0,945,0.630914826
Kansas,US,39.78468441,-100.4594081,15,0,0,15,0
Kansas,US,38.86600962,-97.15532383,112,1,0,111,0.892857143
Kansas,US,39.79067154,-95.14056866,105,0,0,105,0
Kansas,US,38.88503636,-95.2925121,1999,10,0,1989,0.500250125
Kansas,US,37.88735543,-99.31263309,44,0,0,44,0
Kansas,US,37.45338105,-96.24369667,1,0,0,1,0
Kansas,US,38.91458712,-99.31751551,775,3,0,772,0.387096774
Kansas,US,38.69677695,-98.20462799,26,0,0,26,0
Kansas,US,38.04340344,-100.7381938,2016,12,0,2004,0.595238095
Kansas,US,37.69200114,-99.88825298,2593,10,0,2583,0.385653683
Kansas,US,38.56443815,-95.28644341,299,3,0,296,1.003344482
Kansas,US,38.99871131,-96.7577178,281,2,0,279,0.711743772
Kansas,US,38.91588178,-100.4829321,25,0,0,25,0
Kansas,US,39.34987223,-99.88332493,30,1,0,29,3.333333333
Kansas,US,37.56227336,-101.3079758,215,4,0,211,1.860465116
Kansas,US,37.73836671,-100.4369088,122,0,0,122,0
Kansas,US,38.4808095,-101.8061079,6,0,0,6,0
Kansas,US,37.8774388,-96.23250453,47,0,0,47,0
Kansas,US,37.99978709,-101.7921066,42,0,0,42,0
Kansas,US,37.19175361,-98.07578384,119,2,0,117,1.680672269
Kansas,US,38.04293782,-97.42747573,335,4,0,331,1.194029851
Kansas,US,37.5620394,-100.8710738,103,1,0,102,0.970873786
Kansas,US,38.08780079,-99.89829881,21,0,0,21,0
Kansas,US,39.41673394,-95.79356799,231,2,0,229,0.865800866
Kansas,US,39.2347941,-95.38289232,177,2,0,175,1.129943503
Kansas,US,39.78470589,-98.21820662,15,1,0,14,6.666666667
Kansas,US,38.88548175,-94.82250877,9957,141,0,9816,1.416089183
Kansas,US,38.00017981,-101.321681,79,1,0,78,1.265822785
Kansas,US,37.55909527,-98.13638678,69,1,0,68,1.449275362
Kansas,US,37.55848695,-99.2856537,17,0,0,17,0
Kansas,US,37.19113093,-95.29849679,225,4,0,221,1.777777778
Kansas,US,38.48119447,-100.4660754,12,0,0,12,0
Kansas,US,39.20183497,-95.03620809,1877,10,0,1867,0.532765051
Kansas,US,39.04549684,-98.20756994,12,0,0,12,0
Kansas,US,38.21267844,-94.84254089,66,0,0,66,0
Kansas,US,38.91735806,-101.148475,7,0,0,7,0
